PlanID,PlanName,Network,PackageID,PlanPrice,ActivationPrice,ExtensionPrice
249,Hong Kong 5 Days Unlimited Data(2GB/day high speed),SKYGO,D180926035020_97238,1.23,1.23,1.23
250,Hong Kong 5 Days Unlimited Data(5GB/day high speed),SKYGO,D2306291716077206364,7.2,7.2,7.2
251,Hong Kong 7 Days Unlimited Data(1GB/day high speed),SKYGO,D2206291455418917051,4.8,4.8,4.8
252,Hong Kong 7 Days Unlimited Data(2GB/day high speed),SKYGO,D180926035403_97243,3.6,3.6,3.6
253,Hong Kong 7 Days Unlimited Data(5GB/day high speed),SKYGO,D2306291716410498179,2.4,2.4,2.4
254,Indonesia 10 Days Unlimited Data  (1GB/day high speed),SKYGO,D2206171546172178647,1.83,1.83,1.83
255,Indonesia 10 Days Unlimited Data  (2GB/day high speed),SKYGO,D2206291840119348300,1.64,1.64,1.64
256,Indonesia 3 Days Unlimited Data  (1GB/day high speed),SKYGO,D2206291829577956088,1.44,1.44,1.44
257,Indonesia 3 Days Unlimited Data  (2GB/day high speed),SKYGO,D2206291836060222498,1.25,1.25,1.25
258,Indonesia 4 Days Unlimited Data  (1GB/day high speed),SKYGO,D2206291831114760076,1.02,1.02,1.02
259,Indonesia 4 Days Unlimited Data  (2GB/day high speed),SKYGO,D2206291836288087350,0.82,0.82,0.82
260,Indonesia 5 Days Unlimited Data  (1GB/day high speed),SKYGO,D2206171545348689983,23.04,23.04,23.04
261,Indonesia 5 Days Unlimited Data  (2GB/day high speed),SKYGO,D2206291837033107889,17.55,17.55,17.55
262,Indonesia 6 Days Unlimited Data  (1GB/day high speed),SKYGO,D2206291831355529246,9.87,9.87,9.87
263,Indonesia 6 Days Unlimited Data  (2GB/day high speed),SKYGO,D2206291839085997920,7.64,7.64,7.64
264,Indonesia 7 Days Unlimited Data  (1GB/day high speed),SKYGO,D2206171545573326900,5.48,5.48,5.48
265,Indonesia 7 Days Unlimited Data  (2GB/day high speed),SKYGO,D2206291839380791848,3.29,3.29,3.29
266,Japan 10 Days Unlimited Data(1GB/day high speed),SKYGO,D2206171500041726584,52.55,52.55,52.55
267,Japan 10 Days Unlimited Data(1GB/day high speed)-HIMSI,SKYGO,D2211291909091307920,26.27,26.27,26.27
268,Japan 10 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291737376685419,24.53,24.53,24.53
269,Japan 10 Days Unlimited Data(2GB/day high speed)-HIMSI,SKYGO,D2211291909471146294,20.43,20.43,20.43
270,Japan 10 Days Unlimited Data(3GB/day high speed),SKYGO,D2303221208337912190,16.35,16.35,16.35
271,Japan 12 Days Unlimited Data(1GB/day high speed),SKYGO,D2206291733522598975,15.76,15.76,15.76
272,Japan 12 Days Unlimited Data(1GB/day high speed)-HIMSI,SKYGO,D2211290725121609646,14.3,14.3,14.3
273,Japan 12 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291738043899151,11.67,11.67,11.67
274,Japan 12 Days Unlimited Data(2GB/day high speed)-HIMSI,SKYGO,D2211290726426860004,9.34,9.34,9.34
275,Japan 12 Days Unlimited Data(3GB/day high speed),SKYGO,D2303221209192899239,7,7,7
276,Japan 15 Days 5GB Data Package,SKYGO,D2212221124327384713,26.27,26.27,26.27
277,Japan 15 Days 5GB Data Package-HIMSI,SKYGO,D2305031521056215107,14.02,14.02,14.02
278,Japan 15 Days 7GB Data Package,SKYGO,D2212221125086245537,13.13,13.13,13.13
279,Japan 15 Days 7GB Data Package-HIMSI,SKYGO,D2305031517529821312,11.67,11.67,11.67
280,Japan 20 Days 10GB Data Package,SKYGO,D2212221126504240858,9.34,9.34,9.34
281,Japan 20 Days 10GB Data Package-HIMSI,SKYGO,D2305031516483095555,8.18,8.18,8.18
282,Japan 3 Days Unlimited Data(1GB/day high speed),SKYGO,D2206291730036298904,7.89,7.89,7.89
283,Japan 3 Days Unlimited Data(1GB/day high speed)-HIMSI,SKYGO,D2211290733178528410,6.57,6.57,6.57
284,Japan 3 Days Unlimited Data(2G/day high speed)-HIMSI,SKYGO,D2211282044474435277,5.25,5.25,5.25
285,Japan 3 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291735230640582,3.94,3.94,3.94
286,Japan 3 Days Unlimited Data(3GB/day high speed),SKYGO,D2303221159159847144,15.32,15.32,15.32
287,Japan 30 Days 15GB Data Package,SKYGO,D200228094011_735960,7.67,7.67,7.67
288,Japan 30 Days 15GB Data Package-HIMSI,SKYGO,D2211291841450958794,7,7,7
289,Japan 30 Days 30GB Data Package,SKYGO,D2303221430043380475,6.57,6.57,6.57
290,Japan 30 Days 30GB Data Package-HIMSI,SKYGO,D2305031515452228361,5.25,5.25,5.25
291,Japan 5 Days Unlimited Data(1G/day high speed)-HIMSI,SKYGO,D2211282006483002407,4.6,4.6,4.6
292,Japan 5 Days Unlimited Data(1GB/day high speed),SKYGO,D2206171459265750624,3.94,3.94,3.94
293,Japan 5 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291736017128099,3.65,3.65,3.65
294,Japan 5 Days Unlimited Data(2GB/day high speed)-HIMSI,SKYGO,D2211282137437512455,2.92,2.92,2.92
295,Japan 5 Days Unlimited Data(3GB/day high speed),SKYGO,D2303221203026117974,2.19,2.19,2.19
296,Japan 7 Days 3GB Data Package,SKYGO,D2212221112255134450,15.89,15.89,15.89
297,Japan 7 Days 3GB Data Package-HIMSI,SKYGO,D2209291631410506133,12.11,12.11,12.11
298,Japan 7 Days Unlimited Data(1GB/day high speed),SKYGO,D190114031109_750533,6.05,6.05,6.05
299,Japan 7 Days Unlimited Data(1GB/day high speed)-HIMSI,SKYGO,D2211290728561638223,4.54,4.54,4.54
300,Japan 7 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291736273235857,3.48,3.48,3.48
301,Japan 7 Days Unlimited Data(2GB/day high speed)-HIMSI,SKYGO,D2211281715006722789,1.82,1.82,1.82
302,Japan 7 Days Unlimited Data(3GB/day high speed),SKYGO,D2303221204483583107,8.68,8.68,8.68
303,Japan 8 Days Unlimited Data(1GB/day high speed),SKYGO,D2206291732444380143,12.99,12.99,12.99
304,Japan 8 Days Unlimited Data(1GB/day high speed)-HIMSI,SKYGO,D2211291905521026723,6.5,6.5,6.5
305,Japan 8 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291736546738743,19.57,19.57,19.57
306,Japan 8 Days Unlimited Data(2GB/day high speed)-HIMSI,SKYGO,D2211291906293659841,14.68,14.68,14.68
307,Japan 8 Days Unlimited Data(3GB/day high speed),SKYGO,D2303221206146148829,14.39,14.39,14.39
308,Macao 1 Day Unlimited Data (1GB/day high speed),SKYGO,D180917092022_93720,21.01,21.01,21.01
309,Macao 1 Day Unlimited Data (2GB/day high speed),SKYGO,D2206291505310450105,6.11,6.11,6.11
310,Macao 2 Days Unlimited Data (2GB/day high speed),SKYGO,D2206291507013438746,79.51,79.51,79.51
311,Macao 2 Days Unlimited Data(1GB/day daily high speed),SKYGO,D180917092236_93724,65.13,65.13,65.13
312,Macao 3 Days Unlimited Data (1GB/day high speed),SKYGO,D180917092325_93728,49.04,49.04,49.04
313,Macao 3 Days Unlimited Data (2GB/day high speed),SKYGO,D2206291508007047598,32.8,32.8,32.8
314,Macao 5 Days Unlimited Data (1GB/day high speed),SKYGO,D190111042602_740376,23.5,23.5,23.5
315,Macao 5 Days Unlimited Data (2GB/day high speed),SKYGO,D2206291511257020719,16.79,16.79,16.79
316,Macao 7 Days Unlimited Data (1GB/day high speed),SKYGO,D190111042656_740381,53.01,53.01,53.01
317,Macao 7 Days Unlimited Data (2GB/day high speed),SKYGO,D2206291511520039973,41.26,41.26,41.26
318,Mainland/HK 1 Day Unlimited Data(1GB/day high speed),SKYGO,D2312190037013221508,31.22,31.22,31.22
319,Mainland/HK 1 Day Unlimited Data(2GB/day high speed),SKYGO,D2312190042436120887,22.05,22.05,22.05
320,Mainland/HK 15 Days 10GB package,SKYGO,D2404031219533674458,15.5,15.5,15.5
321,Mainland/HK 15 Days Unlimited Data(5GB/day high speed),SKYGO,D2404031047198218202,11.69,11.69,11.69
322,Mainland/HK 2 Days Unlimited Data(1GB/day high speed),SKYGO,D2312190040063056100,28.27,28.27,28.27
323,Mainland/HK 2 Days Unlimited Data(2GB/day high speed),SKYGO,D2312190043578418953,21.71,21.71,21.71
324,Mainland/HK 3 Days Unlimited Data(1GB/day high speed),SKYGO,D2312190041413951225,18.37,18.37,18.37
325,Mainland/HK 3 Days Unlimited Data(2GB/day high speed),SKYGO,D2312190044591826464,15.57,15.57,15.57
326,Mainland/HK 30 Days 15GB package,SKYGO,D2405271603333680610,10.9,10.9,10.9
327,Mainland/HK 30 Days Unlimited Data(1GB/day high speed),SKYGO,D2206291625501092196,7.8,7.8,7.8
328,Mainland/HK 30 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291628354158157,79.51,79.51,79.51
329,Mainland/HK 8 Days Unlimited Data(1GB/day high speed),SKYGO,D181105113045_233749,65.13,65.13,65.13
330,Mainland/HK 8 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291628035580583,55.11,55.11,55.11
331,Mainland/HK/Macao 10 Days Unlimited(1GB/day high speed),SKYGO,D2206291642152643255,50.15,50.15,50.15
332,Mainland/HK/Macao 10 Days Unlimited(2GB/day high speed),SKYGO,D2206291645597757463,35.07,35.07,35.07
333,Mainland/HK/Macao 10 Days Unlimited(500MB/day high speed),SKYGO,D181212112627_506561,25.05,25.05,25.05
334,Mainland/HK/Macao 15 Days Unlimited(1GB/day high speed),SKYGO,D2206291642438029448,53.01,53.01,53.01
335,Mainland/HK/Macao 15 Days Unlimited(2GB/day high speed),SKYGO,D2206291646323465759,43.42,43.42,43.42
336,Mainland/HK/Macao 15 Days Unlimited(500MB/day high speed),SKYGO,D190111102712_741504,36.74,36.74,36.74
337,Mainland/HK/Macao 3 Days Unlimited(1GB/day high speed),SKYGO,D2206291640027156278,33.4,33.4,33.4
338,Mainland/HK/Macao 3 Days Unlimited(2GB/day high speed),SKYGO,D2206291644182695688,23.38,23.38,23.38
339,Mainland/HK/Macao 3 Days Unlimited(500MB/day high speed),SKYGO,D190111102453_741486,16.7,16.7,16.7
340,Mainland/HK/Macao 5 Days Unlimited(1GB/day high speed),SKYGO,D2206291640510100081,35.34,35.34,35.34
341,Mainland/HK/Macao 5 Days Unlimited(2GB/day high speed),SKYGO,D2206291645002694953,28.95,28.95,28.95
342,Mainland/HK/Macao 5 Days Unlimited(500MB/day high speed),SKYGO,D181212112518_506552,24.49,24.49,24.49
343,Mainland/HK/Macao 7 Days Unlimited(1GB/day high speed),SKYGO,D2206291641443317100,22.27,22.27,22.27
344,Mainland/HK/Macao 7 Days Unlimited(2GB/day high speed),SKYGO,D2206291645231238172,15.59,15.59,15.59
345,Mainland/HK/Macao 7 Days Unlimited(500MB/day high speed),SKYGO,D190111102607_741493,11.13,11.13,11.13
346,Mainland/Macao 15 Days 10GB Data Package,SKYGO,D2409021300112196955,19.87,19.87,19.87
347,Mainland/Macao 30 Days 15GB Data Package,SKYGO,D2409021302267137877,12.04,12.04,12.04
348,Mainland/Macao 6 Days 5GB Data Package,SKYGO,D2409021256245157580,8.43,8.43,8.43
349,Mainland/Vietnam 10 Days Unlimited Data(1GB/day high speed),SKYGO,D2303221827042497845,7.22,7.22,7.22
350,Mainland/Vietnam 10 Days Unlimited Data(2GB/day high speed),SKYGO,D181029035420_215057,6.03,6.03,6.03
351,Mainland/Vietnam 10 Days Unlimited Data(500MB/day high speed),SKYGO,D190329111602_674063,5.5,5.5,5.5
352,Mainland/Vietnam 3 Days Unlimited Data(1GB/day high speed),SKYGO,D2303221605102338372,4.65,4.65,4.65
353,Mainland/Vietnam 3 Days Unlimited Data(2GB/day high speed),SKYGO,D181029032920_214995,8.03,8.03,8.03
354,Mainland/Vietnam 3 Days Unlimited Data(500MB/day high speed),SKYGO,D190329111214_674025,5.62,5.62,5.62
355,Mainland/Vietnam 4 Days Unlimited Data(1GB/day high speed),SKYGO,D2303221824227620224,4.82,4.82,4.82
356,Mainland/Vietnam 4 Days Unlimited Data(2GB/day high speed),SKYGO,D181029033020_214999,4.01,4.01,4.01
357,Mainland/Vietnam 4 Days Unlimited Data(500MB/day high speed),SKYGO,D190329111307_674032,3.67,3.67,3.67
358,Mainland/Vietnam 5 Days Unlimited Data(1GB/day high speed),SKYGO,D2303221825057945932,3.1,3.1,3.1
359,Mainland/Vietnam 5 Days Unlimited Data(2GB/day high speed),SKYGO,D181029035121_215039,5.35,5.35,5.35
360,Mainland/Vietnam 5 Days Unlimited Data(500MB/day high speed),SKYGO,D190329111358_674040,3.75,3.75,3.75
361,Mainland/Vietnam 6 Days Unlimited Data(1GB/day high speed),SKYGO,D2303221825404396790,3.21,3.21,3.21
362,Mainland/Vietnam 6 Days Unlimited Data(2GB/day high speed),SKYGO,D181029035220_215044,2.68,2.68,2.68
363,Mainland/Vietnam 6 Days Unlimited Data(500MB/day high speed),SKYGO,D190329111438_674048,2.45,2.45,2.45
364,Mainland/Vietnam 7 Days Unlimited Data(1GB/day high speed),SKYGO,D2303221826214109027,2.06,2.06,2.06
365,Mainland/Vietnam 7 Days Unlimited Data(2GB/day high speed),SKYGO,D181029035320_215052,6.69,6.69,6.69
366,Mainland/Vietnam 7 Days Unlimited Data(500MB/day high speed),SKYGO,D190329111521_674057,4.44,4.44,4.44
367,Malaysia 10 Days 5GB Data Package,SKYGO,D2404031813494166139,2.48,2.48,2.48
368,Malaysia 10 Days Unlimited Data(1GB/day high speed),SKYGO,D2406300332260361770,4.46,4.46,4.46
369,Malaysia 10 Days Unlimited Data(2GB/day high speed),SKYGO,D2406300337142716234,2.96,2.96,2.96
370,Malaysia 10 Days Unlimited Data(3GB/day high speed),SKYGO,D2409021501470863791,1.65,1.65,1.65
371,Malaysia 10 Days Unlimited Data(500MB/day high speed),SKYGO,D2406300328441090664,40.6,40.6,40.6
372,Malaysia 15 Days 7GB Data Package,SKYGO,D2212221141598358153,58.2,58.2,58.2
373,Malaysia 15 Days Unlimited Data(1GB/day high speed),SKYGO,D2406300332408294794,46.8,46.8,46.8
374,Malaysia 15 Days Unlimited Data(2GB/day high speed),SKYGO,D2406300337279032304,5.35,5.35,5.35
375,Malaysia 15 Days Unlimited Data(3GB/day high speed),SKYGO,D2409021503339462666,4.89,4.89,4.89
376,Malaysia 15 Days Unlimited Data(500MB/day high speed),SKYGO,D2406300329052236302,4.39,4.39,4.39
377,Malaysia 2 Days Unlimited Data(1GB/day high speed),SKYGO,D2406300330555090536,3.82,3.82,3.82
378,Malaysia 2 Days Unlimited Data(2GB/day high speed),SKYGO,D2406300334500043907,3.73,3.73,3.73
379,Malaysia 2 Days Unlimited Data(3GB/day high speed),SKYGO,D2409021449088474622,3.59,3.59,3.59
380,Malaysia 2 Days Unlimited Data(500MB/day high speed),SKYGO,D2406300326363608702,60.48,60.48,60.48
381,Malaysia 20 Days 10GB Data Package,SKYGO,D2212221148056550084,45.29,45.29,45.29
382,Malaysia 20 Days Unlimited Data(1GB/day high speed),SKYGO,D2406300332576908878,30.1,30.1,30.1
383,Malaysia 20 Days Unlimited Data(2GB/day high speed),SKYGO,D2406300337416509220,25.22,25.22,25.22
384,Malaysia 20 Days Unlimited Data(3GB/day high speed),SKYGO,D2409021504349816431,20.06,20.06,20.06
385,Malaysia 20 Days Unlimited Data(500MB/day high speed),SKYGO,D2406300329188533848,40.32,40.32,40.32
386,Malaysia 3 Days Unlimited Data(1GB/day high speed),SKYGO,D2406300331072384554,30.19,30.19,30.19
387,Malaysia 3 Days Unlimited Data(2GB/day high speed),SKYGO,D2406300336007908005,20.06,20.06,20.06
388,Malaysia 3 Days Unlimited Data(3GB/day high speed),SKYGO,D2409021453514462958,16.82,16.82,16.82
389,Malaysia 3 Days Unlimited Data(500MB/day high speed),SKYGO,D2406300327158803912,13.38,13.38,13.38
390,Malaysia 30 Days 15GB Data Package,SKYGO,D2406300344196437771,9.04,9.04,9.04
391,Malaysia 30 Days 30GB Data Package,SKYGO,D2406300345080486109,12.23,12.23,12.23
392,Malaysia 30 Days Unlimited Data(1GB/day high speed),SKYGO,D2406300333127145160,15.54,15.54,15.54
393,Malaysia 30 Days Unlimited Data(2GB/day high speed),SKYGO,D2406300337561792115,34.39,34.39,34.39
394,Malaysia 30 Days Unlimited Data(3GB/day high speed),SKYGO,D2409021506423654038,31.85,31.85,31.85
395,Malaysia 30 Days Unlimited Data(500MB/day high speed),SKYGO,D2406300329320958579,42.04,42.04,42.04
396,Malaysia 4 Days Unlimited Data(1GB/day high speed),SKYGO,D2406300331188366197,38.22,38.22,38.22
397,Malaysia 4 Days Unlimited Data(2GB/day high speed),SKYGO,D2406300336150921913,53.5,53.5,53.5
398,Malaysia 4 Days Unlimited Data(3GB/day high speed),SKYGO,D2409021456344406960,40.76,40.76,40.76
399,Malaysia 4 Days Unlimited Data(500MB/day high speed),SKYGO,D2406300327297043089,57.32,57.32,57.32
400,Malaysia 5 Days Unlimited Data(1GB/day high speed),SKYGO,D2406300331355801802,25.48,25.48,25.48
401,Malaysia 5 Days Unlimited Data(2GB/day high speed),SKYGO,D2406300336303466890,15.29,15.29,15.29
402,Malaysia 5 Days Unlimited Data(3GB/day high speed),SKYGO,D2409021457525517283,68.79,68.79,68.79
403,Malaysia 5 Days Unlimited Data(500MB/day high speed),SKYGO,D2406300327432968107,51.59,51.59,51.59
404,Malaysia 6 Days Unlimited Data(1GB/day high speed),SKYGO,D2406300331490367668,42.99,42.99,42.99
405,Malaysia 6 Days Unlimited Data(2GB/day high speed),SKYGO,D2406300336428298999,33.54,33.54,33.54
406,Malaysia 6 Days Unlimited Data(3GB/day high speed),SKYGO,D2409021459137613110,23.5,23.5,23.5
407,Malaysia 6 Days Unlimited Data(500MB/day high speed),SKYGO,D2406300328117797403,16.92,16.92,16.92
408,Malaysia 7 Days 3GB Data Package,SKYGO,D2212221139370837212,45.86,45.86,45.86
409,Malaysia 7 Days Unlimited Data(1GB/day high speed),SKYGO,D2406300332049480090,34.39,34.39,34.39
410,Malaysia 7 Days Unlimited Data(2GB/day high speed),SKYGO,D2406300336573930940,28.66,28.66,28.66
411,Malaysia 7 Days Unlimited Data(3GB/day high speed),SKYGO,D2409021500184290765,22.36,22.36,22.36
412,Malaysia 7 Days Unlimited Data(500MB/day high speed),SKYGO,D2406300328227436126,15.67,15.67,15.67
413,Middle East and Africa 9 Countries 10 Days Unlimited Data(1GB/day high speed),SKYGO,D2409301706086810985,11.27,11.27,11.27
414,Middle East and Africa 9 Countries 10 Days Unlimited Data(2GB/day high speed),SKYGO,D2409301708147920984,30.57,30.57,30.57
415,Middle East and Africa 9 Countries 10 Days Unlimited Data(500MB/day high speed),SKYGO,D2409301704032662902,22.93,22.93,22.93
416,Middle East and Africa 9 Countries 15 Days 5GB Data Package,SKYGO,D2409301738000868635,19.11,19.11,19.11
417,Middle East and Africa 9 Countries 15 Days Unlimited Data(1GB/day high speed),SKYGO,D2409301706270341743,14.9,14.9,14.9
418,Middle East and Africa 9 Countries 15 Days Unlimited Data(2GB/day high speed),SKYGO,D2409301708307924164,10.45,10.45,10.45
419,Middle East and Africa 9 Countries 15 Days Unlimited Data(500MB/day high speed),SKYGO,D2409301704173032153,7.52,7.52,7.52
420,Middle East and Africa 9 Countries 20 Days 10GB Data Package,SKYGO,D2409301738509457199,8.03,8.03,8.03
421,Middle East and Africa 9 Countries 20 Days Unlimited Data(1GB/day high speed),SKYGO,D2409301706436177900,5.62,5.62,5.62
422,Middle East and Africa 9 Countries 20 Days Unlimited Data(2GB/day high speed),SKYGO,D2409301708472281118,4.82,4.82,4.82
423,Middle East and Africa 9 Countries 20 Days Unlimited Data(500MB/day high speed),SKYGO,D2409301704309735842,4.01,4.01,4.01
424,Middle East and Africa 9 Countries 30 Days 20GB Data Package,SKYGO,D2409301739250194063,3.67,3.67,3.67
425,Middle East and Africa 9 Countries 30 Days Unlimited Data(1GB/day high speed),SKYGO,D2409301707000944515,3.1,3.1,3.1
426,Middle East and Africa 9 Countries 30 Days Unlimited Data(2GB/day high speed),SKYGO,D2409301709042412089,34.39,34.39,34.39
427,Middle East and Africa 9 Countries 30 Days Unlimited Data(500MB/day high speed),SKYGO,D2409301704438980133,15.58,15.58,15.58
428,Middle East and Africa 9 Countries 5 Days Unlimited Data(1GB/day high speed),SKYGO,D2409301705280009971,12.98,12.98,12.98
429,Middle East and Africa 9 Countries 5 Days Unlimited Data(2GB/day high speed),SKYGO,D2409301707277828103,10.39,10.39,10.39
430,Middle East and Africa 9 Countries 5 Days Unlimited Data(500MB/day high speed),SKYGO,D2409301700516117555,9.1,9.1,9.1
431,Middle East and Africa 9 Countries 7 Days Unlimited Data(1GB/day high speed),SKYGO,D2409301705449737787,7.43,7.43,7.43
432,Middle East and Africa 9 Countries 7 Days Unlimited Data(2GB/day high speed),SKYGO,D2409301707538718417,4.46,4.46,4.46
433,Middle East and Africa 9 Countries 7 Days Unlimited Data(500MB/day high speed),SKYGO,D2409301703316275854,26.92,26.92,26.92
434,Multi regional(include Mainland China) 1 Day (1GB/day),SKYGO,D2206301155076223899,17.94,17.94,17.94
435,Multi regional(include Mainland China) 1 Day (2GB/day),SKYGO,D2206301203373572854,13.45,13.45,13.45
436,Multi regional(include Mainland China) 1 Day (500MB/day),SKYGO,D181031175604_229378,10.76,10.76,10.76
437,Multi regional(include Mainland China) 10 Days (1GB/day),SKYGO,D2206091107307032864,17.94,17.94,17.94
438,Multi regional(include Mainland China) 10 Days (2GB/day),SKYGO,D2206301206197251946,11.95,11.95,11.95
439,Multi regional(include Mainland China) 10 Days (500MB/day),SKYGO,D181031182542_229740,8.97,8.97,8.97
440,Multi regional(include Mainland China) 15 Days (1GB/day),SKYGO,D2206091108433606607,7.17,7.17,7.17
441,Multi regional(include Mainland China) 15 Days (2GB/day),SKYGO,D2206301206528368501,62.71,62.71,62.71
442,Multi regional(include Mainland China) 15 Days (500MB/day),SKYGO,D181031183135_229830,41.43,41.43,41.43
443,Multi regional(include Mainland China) 20 Days (1GB/day),SKYGO,D2206301157034705599,34.05,34.05,34.05
444,Multi regional(include Mainland China) 20 Days (2GB/day),SKYGO,D2206301207302789206,24.23,24.23,24.23
445,Multi regional(include Mainland China) 20 Days (500MB/day),SKYGO,D210521035722_568094,41.81,41.81,41.81
446,Multi regional(include Mainland China) 25 Days (1GB/day),SKYGO,D2206301157335495089,27.62,27.62,27.62
447,Multi regional(include Mainland China) 25 Days (2GB/day),SKYGO,D2206301207564086363,22.7,22.7,22.7
448,Multi regional(include Mainland China) 25 Days (500MB/day),SKYGO,D210521075722_568297,16.15,16.15,16.15
449,Multi regional(include Mainland China) 3 Days (1GB/day),SKYGO,D2206301155366462370,27.87,27.87,27.87
450,Multi regional(include Mainland China) 3 Days (2GB/day),SKYGO,D2206301204294905930,18.41,18.41,18.41
451,Multi regional(include Mainland China) 3 Days (500MB/day),SKYGO,D181031180455_229470,15.13,15.13,15.13
452,Multi regional(include Mainland China) 30 Days (1GB/day),SKYGO,D2206091109242038213,10.76,10.76,10.76
453,Multi regional(include Mainland China) 30 Days (2GB/day),SKYGO,D2206301208289772531,14.27,14.27,14.27
454,Multi regional(include Mainland China) 30 Days (500MB/day),SKYGO,D181031183714_229920,9.94,9.94,9.94
455,Multi regional(include Mainland China) 5 Days (1GB/day),SKYGO,D2206301156230194956,7.13,7.13,7.13
456,Multi regional(include Mainland China) 5 Days (2GB/day),SKYGO,D2206301205165738953,4.2,4.2,4.2
457,Multi regional(include Mainland China) 5 Days (500MB/day),SKYGO,D181031181258_229560,28.79,28.79,28.79
458,Multi regional(include Mainland China) 7 Days (1GB/day),SKYGO,D2206091105276234237,20.13,20.13,20.13
459,Multi regional(include Mainland China) 7 Days (2GB/day),SKYGO,D2206301205486118193,8.66,8.66,8.66
460,Multi regional(include Mainland China) 7 Days (500MB/day),SKYGO,D181031181914_229650,5.1,5.1,5.1
461,Multi regional(not include Mainland China) 1 Day (1GB/day),SKYGO,D2205171900191062908,3.57,3.57,3.57
462,Multi regional(not include Mainland China) 1 Day (2GB/day),SKYGO,D2206301053577995254,1.91,1.91,1.91
463,Multi regional(not include Mainland China) 1 Day (500MB/day),SKYGO,D181029112059_227175,15.54,15.54,15.54
464,Multi regional(not include Mainland China) 10 Days (1GB/day),SKYGO,D2205171903285254520,12.23,12.23,12.23
465,Multi regional(not include Mainland China) 10 Days (2GB/day),SKYGO,D2206301100537072952,9.04,9.04,9.04
466,Multi regional(not include Mainland China) 10 Days (500MB/day),SKYGO,D181030044052_227812,5.73,5.73,5.73
467,Multi regional(not include Mainland China) 15 Days (1GB/day),SKYGO,D2205171904079201878,18.34,18.34,18.34
468,Multi regional(not include Mainland China) 15 Days (2GB/day),SKYGO,D2206301101255910272,12.23,12.23,12.23
469,Multi regional(not include Mainland China) 15 Days (500MB/day),SKYGO,D181030060952_227953,14.62,14.62,14.62
470,Multi regional(not include Mainland China) 20 Days (1GB/day),SKYGO,D2205171904426262385,9.75,9.75,9.75
471,Multi regional(not include Mainland China) 20 Days (2GB/day),SKYGO,D2206301102116254489,16.69,16.69,16.69
472,Multi regional(not include Mainland China) 20 Days (500MB/day),SKYGO,D210520111201_567505,4.78,4.78,4.78
473,Multi regional(not include Mainland China) 25 Days (1GB/day),SKYGO,D2205171905123822954,8.84,8.84,8.84
474,Multi regional(not include Mainland China) 25 Days (2GB/day),SKYGO,D2206301102507299017,20.36,20.36,20.36
475,Multi regional(not include Mainland China) 25 Days (500MB/day),SKYGO,D210521020847_567890,13.57,13.57,13.57
476,Multi regional(not include Mainland China) 3 Day (1GB/day),SKYGO,D2205171901409406497,9.9,9.9,9.9
477,Multi regional(not include Mainland China) 3 Days (2GB/day),SKYGO,D2206301058020979270,7.17,7.17,7.17
478,Multi regional(not include Mainland China) 3 Days (500MB/day),SKYGO,D181030041513_227530,6.6,6.6,6.6
479,Multi regional(not include Mainland China) 30 Days (1GB/day),SKYGO,D2205171905428070570,13.26,13.26,13.26
480,Multi regional(not include Mainland China) 30 Days (2GB/day),SKYGO,D2206301103268430586,3.3,3.3,3.3
481,Multi regional(not include Mainland China) 30 Days (500MB/day),SKYGO,D181030062003_228049,85.76,85.76,85.76
482,Multi regional(not include Mainland China) 5 Days (1GB/day),SKYGO,D2205171902194598628,78.88,78.88,78.88
483,Multi regional(not include Mainland China) 5 Days (2GB/day),SKYGO,D2206301059342263262,69.48,69.48,69.48
484,Multi regional(not include Mainland China) 5 Days (500MB/day),SKYGO,D181030042539_227624,60.08,60.08,60.08
485,Multi regional(not include Mainland China) 7 Days (1GB/day),SKYGO,D2205171902519779100,55.72,55.72,55.72
486,Multi regional(not include Mainland China) 7 Days (2GB/day),SKYGO,D2206301100122278918,39.21,39.21,39.21
487,Multi regional(not include Mainland China) 7 Days (500MB/day),SKYGO,D181030043319_227719,28.43,28.43,28.43
488,Philippines 10 Days Unlimited Data(1GB/day high speed),SKYGO,D2406300252518938280,17.2,17.2,17.2
489,Philippines 10 Days Unlimited Data(2GB/day high speed),SKYGO,D2406300259161664424,5.96,5.96,5.96
490,Philippines 10 Days Unlimited Data(500MB/day high speed),SKYGO,D2406300245170081814,52.59,52.59,52.59
491,Philippines 12 Days Unlimited Data(1GB/day high speed),SKYGO,D2406300253152508824,46.32,46.32,46.32
492,Philippines 12 Days Unlimited Data(2GB/day high speed),SKYGO,D2406300259316677585,18.96,18.96,18.96
493,Philippines 12 Days Unlimited Data(500MB/day high speed),SKYGO,D2406300247488797532,11.46,11.46,11.46
494,Philippines 15 Days 5GB Data Package,SKYGO,D2406300310567270693,3.97,3.97,3.97
495,Philippines 15 Days 7GB Data Package,SKYGO,D2406300311362691861,83.69,83.69,83.69
