PlanID,PlanName,Network,PackageID,PlanPrice,ActivationPrice,ExtensionPrice
750,USA/Canada 15 Days Unlimited Data(2GB/day high speed),SKYGO,D2503311733074277193,25.22,25.22,25.22
751,USA/Canada 15 Days Unlimited Data(3GB/day high speed),SKYGO,D2503311738167507268,19.24,19.24,19.24
752,USA/Canada 20 Days Unlimited Data(1GB/day high speed),SKYGO,D2503311727130418425,17.83,17.83,17.83
753,USA/Canada 20 Days Unlimited Data(2GB/day high speed),SKYGO,D2503311733236710436,14.78,14.78,14.78
754,USA/Canada 20 Days Unlimited Data(3GB/day high speed),SKYGO,D2503311738351370957,12.04,12.04,12.04
755,USA/Canada 30 Days Unlimited Data(1GB/day high speed),SKYGO,D2503311727490802485,8.43,8.43,8.43
756,USA/Canada 30 Days Unlimited Data(2GB/day high speed),SKYGO,D2503311733463724823,7.22,7.22,7.22
757,USA/Canada 30 Days Unlimited Data(3GB/day high speed),SKYGO,D2503311738507760373,6.03,6.03,6.03
758,USA/Canada 7 Days Unlimited Data(1GB/day high speed),SKYGO,D2503311725241695518,5.5,5.5,5.5
759,USA/Canada 7 Days Unlimited Data(2GB/day high speed),SKYGO,D2503311728368434803,4.65,4.65,4.65
760,USA/Canada 7 Days Unlimited Data(3GB/day high speed),SKYGO,D2503311734364540818,18.15,18.15,18.15
761,USA/Canada/Mexico 10 Days Unlimited Data(1GB/day high speed),SKYGO,D2206091118433144508,15.1,15.1,15.1
762,USA/Canada/Mexico 10 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291910012200492,12.04,12.04,12.04
763,USA/Canada/Mexico 10 Days Unlimited Data(500MB/day high speed),SKYGO,D181029075127_215305,10.51,10.51,10.51
764,USA/Canada/Mexico 12 Days Unlimited Data(1GB/day high speed),SKYGO,D2206291906432072367,7.64,7.64,7.64
765,USA/Canada/Mexico 12 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291910234719163,5.99,5.99,5.99
766,USA/Canada/Mexico 12 Days Unlimited Data(500MB/day high speed),SKYGO,D181029075231_215312,4.55,4.55,4.55
767,USA/Canada/Mexico 15 Days Unlimited Data(1GB/day high speed),SKYGO,D2206091119091070123,4.08,4.08,4.08
768,USA/Canada/Mexico 15 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291910482445815,3.59,3.59,3.59
769,USA/Canada/Mexico 15 Days Unlimited Data(500MB/day high speed),SKYGO,D181029075347_215318,3.12,3.12,3.12
770,USA/Canada/Mexico 20 Days Unlimited Data(1GB/day high speed),SKYGO,D2206291907323030471,13.63,13.63,13.63
771,USA/Canada/Mexico 20 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291911183379323,9.81,9.81,9.81
772,USA/Canada/Mexico 20 Days Unlimited Data(500MB/day high speed),SKYGO,D181029075545_215323,4.2,4.2,4.2
773,USA/Canada/Mexico 30 Days Unlimited Data(1GB/day high speed),SKYGO,D2206091119350589636,2.17,2.17,2.17
774,USA/Canada/Mexico 30 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291911447523252,3.67,3.67,3.67
775,USA/Canada/Mexico 30 Days Unlimited Data(500MB/day high speed),SKYGO,D181029075646_215328,3.5,3.5,3.5
776,USA/Canada/Mexico 7 Days Unlimited Data(1GB/day high speed),SKYGO,D2206091118158677818,3.35,3.35,3.35
777,USA/Canada/Mexico 7 Days Unlimited Data(2GB/day high speed),SKYGO,D2206291909256195940,3.12,3.12,3.12
778,USA/Canada/Mexico 7 Days Unlimited Data(500MB/day high speed),SKYGO,D181029074947_215300,10.32,10.32,10.32
779,Vietnam 10 Days Unlimited Data(1GB/day high speed),SKYGO,D2312272357388887159,2.39,2.39,2.39
780,Vietnam 10 Days Unlimited Data(2GB/day high speed),SKYGO,D2312280000295691007,5.16,5.16,5.16
781,Vietnam 10 Days Unlimited Data(500MB/day high speed),SKYGO,D2312272354373623921,16.56,16.56,16.56
782,Vietnam 3 Days Unlimited Data(1GB/day high speed),SKYGO,D2312272355216885936,6.37,6.37,6.37
783,Vietnam 3 Days Unlimited Data(2GB/day high speed),SKYGO,D2312272358106762786,3.57,3.57,3.57
784,Vietnam 3 Days Unlimited Data(500MB/day high speed),SKYGO,D2312272346449486975,3.26,3.26,3.26
785,Vietnam 4 Days Unlimited Data(1GB/day high speed),SKYGO,D2312272355400533593,2.93,2.93,2.93
786,Vietnam 4 Days Unlimited Data(2GB/day high speed),SKYGO,D2312272358361556824,2.55,2.55,2.55
787,Vietnam 4 Days Unlimited Data(500MB/day high speed),SKYGO,D2312272347174927107,1.99,1.99,1.99
788,Vietnam 5 Days Unlimited Data(1GB/day high speed),SKYGO,D2312272355540249894,1.27,1.27,1.27
789,Vietnam 5 Days Unlimited Data(2GB/day high speed),SKYGO,D2312272359072873128,1.91,1.91,1.91
790,Vietnam 5 Days Unlimited Data(500MB/day high speed),SKYGO,D2312272353450116521,1.34,1.34,1.34
791,Vietnam 6 Days Unlimited Data(1GB/day high speed),SKYGO,D2312272356310025470,0.96,0.96,0.96
792,Vietnam 6 Days Unlimited Data(2GB/day high speed),SKYGO,D2312272359353428284,12.1,12.1,12.1
793,Vietnam 6 Days Unlimited Data(500MB/day high speed),SKYGO,D2312272354039091787,10.06,10.06,10.06
794,Vietnam 7 Days Unlimited Data(1GB/day high speed),SKYGO,D2312272357111436349,8.03,8.03,8.03
795,Vietnam 7 Days Unlimited Data(2GB/day high speed),SKYGO,D2312280000010780946,7.01,7.01,7.01
796,Vietnam 7 Days Unlimited Data(500MB/day high speed),SKYGO,D2312272354221993669,5.1,5.1,5.1
798,Japan  3 Days  1GB,WORLDMOVE,eSIM-FS-JPtest-3_e,2.97,2.97,2.97
799,China  Hong Kong  Macao  3 Days  1GB,WORLDMOVE,eSIM-test_e,9.75,9.75,9.75
800,Japan  1 Day  1GB,WORLDMOVE,LeSIM-8090001_e,2.21,2.21,2.21
801,China  Hong Kong  Macao  1 Day  1GB,WORLDMOVE,LeSIM-8090004_e,0.76,0.76,0.76
802,China  Hong Kong and Macau 1.5GB per day,WORLDMOVE,FS-test_e,0.83,0.83,0.83
803,China  Hong Kong and Macau 5-day 1GB,WORLDMOVE,FS-CHM-5-1GB_e,1.02,1.02,1.02
804,Taiwan 5M per day,WORLDMOVE,WM_000007,1.32,1.32,1.32
805,Korea  30 Days  50GB  128kbps,WORLDMOVE,FS-KR-test1,29.25,29.25,29.25
806,Korea  15 Days  50GB  128kbps,WORLDMOVE,FS-KR-test2,27.76,27.76,27.76
807,Korea  10 Days  50GB  128kbps,WORLDMOVE,FS-KR-test3,26.27,26.27,26.27
808,Korea  7 Days  50GB  128kbps,WORLDMOVE,FS-KR-test4,24.82,24.82,24.82
809,Korea  5 Days  50GB  128kbps,WORLDMOVE,FS-KR-test5,23.33,23.33,23.33
810,Korea  3 Days  50GB  128kbps,WORLDMOVE,FS-KR-test6,21.84,21.84,21.84
811,Korea  3 Days  500MB /day  128kbps,WORLDMOVE,FS-KR-test7,1.35,1.35,1.35
812,Korea  1 Day  500MB /day  128kbps,WORLDMOVE,FS-KR-test8,0.76,0.76,0.76
813,Vietnam  5 Days  500MB /Day  128kbps,WORLDMOVE,FS-VN-test1,2.51,2.51,2.51
814,Vietnam  7 Days  500MB /Day  128kbps,WORLDMOVE,FS-VN-test2,3.4,3.4,3.4
815,Vietnam  10 Days  500MB /Day  128kbps,WORLDMOVE,FS-VN-test3,4.59,4.59,4.59
816,Vietnam  15 Days  500MB /Day  128kbps,WORLDMOVE,FS-VN-test4,6.64,6.64,6.64
817,Vietnam  20 Days  500MB /Day  128kbps,WORLDMOVE,FS-VN-test5,8.72,8.72,8.72
818,Vietnam  30 Days  500MB /Day  128kbps,WORLDMOVE,FS-VN-test6,12.85,12.85,12.85
819,Vietnam  3 Days  500MB /Day  128kbps,WORLDMOVE,FS-VN-test7,1.65,1.65,1.65
820,Vietnam  30 Days  50GB,WORLDMOVE,FS-VN-test8,31.46,31.46,31.46
821,CSL-Singapore  Malaysia  Indonesia  Thailand  3 Days  3GB,WORLDMOVE,WM-SEA-test1,1.65,1.65,1.65
822,CSL-Singapore  Malaysia  Indonesia  Thailand  5 Days  3GB,WORLDMOVE,WM-SEA-test2,1.78,1.78,1.78
823,CSL-Singapore  Malaysia  Indonesia  Thailand  5 Days  3GB,WORLDMOVE,WM-SEA-test3,1.78,1.78,1.78
824,CSL-Singapore  Malaysia  Indonesia  Thailand  1 Day  1GB /day  128kbps,WORLDMOVE,WM-SEA-test4,0.89,0.89,0.89
825,USA  3 Days  3GB  128kbps,WORLDMOVE,WM-USA-test1,2.51,2.51,2.51
826,USA  5 Days  3GB  128kbps,WORLDMOVE,WM-USA-test2,2.68,2.68,2.68
827,BICS Europe  1 Day  10GB /day  128kbps,WORLDMOVE,WM-EU-test1,2.81,2.81,2.81
828,BICS Europe  7 Days  10GB /day  128kbps,WORLDMOVE,WM-EU-test2,16.69,16.69,16.69
829,Oman  1GB/day  128kbps,WORLDMOVE,WM-OM-1GB,1.06,1.06,1.06
830,Oman  2GB/day  128kbps,WORLDMOVE,WM-OM-2GB,1.88,1.88,1.88
831,Oman  Unlimited Data/day,WORLDMOVE,WM-OM-UL,4.3,4.3,4.3
832,Oman  5 Days  3GB  128kbps,WORLDMOVE,WM-OM-T3-5,4,4,4
833,Oman  7 Days  3GB  128kbps,WORLDMOVE,WM-OM-T3-7,4.3,4.3,4.3
834,Bangladesh  Unlimited Data/day  10mbps,WORLDMOVE,WM-BGD-10MAX,2.54,2.54,2.54
835,Bangladesh  500MB/day  128kbps,WORLDMOVE,WM-BGD-500MB,0.43,0.43,0.43
836,Bangladesh  1GB/day  128kbps,WORLDMOVE,WM-BGD-1GB,0.53,0.53,0.53
837,Bangladesh  2GB/day  128kbps,WORLDMOVE,WM-BGD-2GB,0.96,0.96,0.96
838,Japan  3 Days  10GB,WORLDMOVE,WM-internal-test1,4.43,4.43,4.43
839,Japan  6 Days  10GB,WORLDMOVE,WM-internal-test2,7.4,7.4,7.4
